,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 1: ميـزان المدفـوعــات,,Contd. 4 table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,Contd.4 Table 1: Balance of Payments,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,,
(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,(مليون ﷼),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-12-31T00:00:00,2025-12-31T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,,
Net acquisition of financial assets,-1312,-144.6,-505.6,13116.074999999999,8164.762500000001,14650.682499999999,12862.195,16505.806249999998,18537.35,20234.9625,20212.231249999997,34732.344249999995,30650.49698241508,72196.23177338138,54573.24593649705,20290.95992613217,92527.1040825682,99492.5985032139,65044.21077585522,103545.09122917043,101365.93312320256,,صافي حيازة الأصول المالية,,Net acquisition of financial assets,-234.4,-5.2,0,95,0,12.4,15,-533,2190.2375,2651.075,5143.675,3131.0875,2541,2278.5625,1677.1,1668.1,3819.265,3681.9375,3432.1725,3717.3075,3217.515,2920.775,3399.4825,3324.4225,3737.3125,4851.95625,4056.6125,3859.925,3862.0625,4885.2125,4920.3125,4869.7625,4074.4,4103.6125,6470.8625,5586.0875,5111.84375,5312.1825,5228.635,4559.57,7966.899375,16881.121125,5581.50749999999,4302.81625,22005.96140141389,10930.42660262521,22843.8234354462,-25129.71445707022,11483.63848208597,10720.7269815048,8667.51725069254,41324.34905909808,14963.90013957086,11970.47574068743,4972.47900161293,22666.39105462583,2162.46758514284,-1584.46431367143,5990.27572028793,13722.68093437283,41963.08441681667,25836.39233150642,6695.94480514648,18031.68252909862,39307.68120013727,39773.23520235234,-4130.9035945285,24542.58569525278,24508.98711962969,21835.80922860983,2537.05179092787,16162.36263668783,صافي حيازة الأصول المالية,,Net acquisition of financial assets,12859.98547248214,20589.06141910527,19899.77326380241,50196.27107378061,19623.24960078696,10515.12257738899,52289.38625301515,18938.17469201146,,صافي حيازة الأصول المالية,,,,,,,,,,,,,,,,,,,,,
Net incurrence of liabilities,16445.46148667412,22409.57770836796,23157.45417964371,20647.43988219904,1636.3173059359,18295.85398219386,17564.45955475391,18881.47819104703,12642.78171197709,5658.98657738755,14889.915317330098,82330.62708733513,3802.73437927638,45529.20837338981,11547.064692463318,6079.740732882449,106313.89999999998,100162.73300000001,85513.11810218568,80015.85776124625,122355.3569515871,,صافي تحمل الخصوم,,Net incurrence of liabilities,6776.33759112826,5475.69396717243,5252.59914035145,4904.94700971582,5398.39807130096,5562.07034101535,5305.39424228715,6891.59152504025,6732.52291376159,6242.05041731735,4909.99844209933,2762.86810902077,408.54240090911,483.42955411043,480.86831689507,263.47703402129,2443.63622696818,1658.27278516,6262.98569073672,7930.95927932896,7099.04419941715,7194.19177524589,1302.4906225279,1968.73295756297,3030.70316155205,1573.53408630438,2486.15589351102,11791.08504967958,4298.00149543704,3220.17823810602,3384.49422487493,1740.1077535591,1403.03730224499,1653.08015119261,1898.21201261414,704.65711133581,3452.07620147013,7805.8411913639,1592.87951686914,2039.11840762693,24660.39838590725,22720.95523291367,19644.08522140277,15305.18824711144,1286.44741748409,1102.84454582744,525.30624492706,888.13617103779,10071.67431183708,6171.44824336475,14647.0966320534,14638.98918613458,1661.63831983878,1060.76234899566,4686.86055497666,4137.80346865222,1406.22254597103,2234.80735204702,1761.27899473827,677.43184012613,7844.22457758572,71880.15366936216,15055.60856809661,11533.9131849555,66080.90055487577,12609.28467502346,11525.19305430301,9947.35471579776,16264.5156530446,22719.05367061032,21078.9096708403,25450.63910769045,صافي تحمل الخصوم,,Net incurrence of liabilities,16041.1622455101,19927.13008472508,18538.72421126847,25508.84121974261,23652.17843557088,23713.76366116382,26608.64718489483,48380.76766995759,,صافي تحمل الخصوم,,,,,,,,,,,,,,,,,,,,,
3.2 Portfolio investment ,-1313,44748.2,20521,6114.17323588517,75520.16249999999,56828.48250000001,60178.695,11941.306249999998,24773.149999999998,100425.58950000002,40386.23545585,884.8827097399771,12499.814721479997,44921.945473845764,-47380.99906530755,88838.31874320259,139208.54640040483,134413.53822889298,157244.5931981093,25696.685070252657,-196448.94780051644,,2.3 استثمارات الحافظة,,3.2 Portfolio investment ,8369,17231.6,13608.6,5539,10091,19533,-7699,-1404,-1657.0565442500001,3811.6722625,12381.54590743517,-8421.9883898,9368.3,22248.8625,29090.1,14812.89999999999,12184.16500000001,23383.46250000001,3473.5474999999997,17787.3075,26021.39,3380.7749999999996,17894.3575,12882.1725,6819.1875,-11855.41875,11860.6125,5116.925,3230.1625,24682.0625,2893.1125,-6032.1875,12463.82699999999,30211.45450000001,8103.879499999999,49646.42850000002,31943.12362876002,10225.33800346992,-6467.89578284994,4685.66960647,-7124.39358931007,22366.144569600052,31471.99107821001,-45828.859348760016,21790.07851013999,-23949.34610232001,28701.83841448,-14042.756100819981,9584.431835382742,-29513.858869586973,37568.754741059995,27282.61776699,35475.008978376165,-71162.83498126615,-11258.3339872875,-434.8390751300685,27650.620963182322,28719.192454178665,-7108.865831913199,39577.3711577548,35947.32790859745,15137.939138731399,17608.0277616454,70515.25159143058,-8676.307710639932,52912.161932092524,33918.19874453005,56259.48526291033,77540.44037045821,-3426.7530435752815,10754.453247477359,72376.452623749,2.3 استثمارات الحافظة,,3.2 Portfolio investment ,-38224.526268590584,30545.352378941097,40540.22968862428,-7164.370728722131,-102177.88867976298,-52609.42103917622,-29296.161356321245,-12365.476725255972,,2.3 استثمارات الحافظة,,,,,,,,,,,,,,,,,,,,,
3.2.1 Net acquisition of financial assets,-1313,44748.2,20521,14428,75500.56249999999,62463.48250000001,57839.695,15350.306249999998,31454.350000000002,101184.9695,39081.23545585,64027.19645973998,94024.91251148,106932.05173484577,131291.3174606299,200819.8547432026,199672.71064240483,180831.79975889297,253363.87694810927,191409.92196576833,88850.23117674161,,1.2.3 صافي حيازة الأصول المالية,,3.2.1 Net acquisition of financial assets,8369,17231.6,13608.6,5539,10091,19533,-7699,-1404,1671,7205,13828,-8276,9130,23479.5625,28642.1,14248.89999999999,13334.16500000001,25321.46250000001,4465.5475,19342.3075,24376.39,4152.775,16621.3575,12689.1725,8234.1875,-13634.41875,15651.6125,5098.925,5813.0625,26394.9625,4543.3125,-5296.9875,13617.82699999999,28067.45450000001,11985.8795,47513.80850000002,31029.12362876002,12572.33800346992,-7050.89578284994,2530.66960647,-8416.23358931007,23948.08456960005,32746.99107821001,15748.35440123999,23577.56851013999,16805.41389767999,24443.43841448,29198.49168918002,19432.86683538274,15785.81613041303,52990.60100205999,18722.76776699,66544.19647837617,17351.71501873384,23844.61378865,23550.79217486993,50841.42596318232,64771.54745417867,4629.7391680868,80577.1421577548,65080.45428359745,45869.8610057314,25195.3327616454,63527.06259143058,18661.77228936007,39138.14593209251,32653.15043203006,90378.73110541033,125567.4543704582,25565.01870642472,17119.50124747737,85111.90262374899,1.2.3 صافي حيازة الأصول المالية,,3.2.1 Net acquisition of financial assets,51290.00053940941,51116.11103856611,74397.78078862427,14606.02959916854,23902.55514592932,-23956.73595344529,71312.15288951356,17592.25909474403,,1.2.3 صافي حيازة الأصول المالية,,,,,,,,,,,,,,,,,,,,,
3.2.1.1 Equity and investment fund shares ,,,,25885,28845.5625,66635.48250000001,38823.695,17206.30625,29617.350000000002,65751.0245,26617.02545585,83159.61112275999,85317.2961873,95242.36584526575,125309.18889049995,217584.7024859626,212410.4197518748,193317.64644632296,214512.84082662646,90233.35413128795,132876.4387949848,,1.1.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,3.2.1.1 Equity and investment fund shares ,,,,,,,,,4616,9188,17984,-5903,2890,4167.5625,18874.1,2913.9,6636.06500000001,38643.5625,9141.5475,12214.3075,4769.39,9379.775,16568.3575,8106.1725,1312.1875,6583.58125,5159.2125,4151.325,8593.0625,20832.9625,3262.3125,-3070.9875,2148.227,29318.9275,214.4245,34069.4455,26130.95462876002,8312.84800346995,-2983.42478284996,-4843.35239353001,6917.30199289995,29278.78416908004,26481.5608157,20481.96414508,14710.47966976,9898.10498428,23414.64089657,37294.07063669,30726.53302913274,16191.20669931301,42254.69733848999,6069.92877833001,73674.75913803207,21993.04417734794,8493.52442746,21147.86114765995,36355.18008405231,67734.74388937865,20819.34073288681,92675.43777964482,60015.44260867744,40638.7710361614,26797.6973142954,84958.50879274057,7861.99551684909,43504.41601730351,43155.32423164005,98795.91068053032,107960.81375893539,12407.14823456473,19267.01184232735,74877.86699079898,1.1.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,3.2.1.1 Equity and investment fund shares ,-6632.75122057057,36700.99945621172,61597.14812134323,-1432.04222569642,39776.42720905252,1504.47522598474,76595.62385226352,14999.91250768402,,1.1.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,,,,,,,,,,,,,,,,,,,,
3.2.1.2 Debt securities ,,,,-11457,46654.99999999999,-4171.999999999989,19016,-1856.0000000000005,1837,35433.945,12464.210000000001,-19132.414663019998,8707.616324179999,11689.68588958001,5982.128570129979,-16764.84774276,-12737.709109469983,-12485.84668743,38851.03612148283,101176.56783448037,-44026.207618243185,,2.1.2.3 سندات الدين,,3.2.1.2 Debt securities ,,,,,,,,,-2945,-1983,-4156,-2373,6240,19312,9768,11334.99999999999,6698.1,-13322.09999999999,-4676,7128,19607,-5227,53,4583,6922,-20218,10492.4,947.6,-2780,5562,1281,-2226,11469.59999999999,-1251.473,11771.45499999999,13444.36300000002,4898.169,4259.48999999997,-4067.47099999998,7374.02200000001,-15333.53558221002,-5330.69959947999,6265.43026251002,-4733.60974384001,8867.08884037999,6907.30891339999,1028.79751791,-8095.57894750998,-11293.66619375,-405.39056889998,10735.90366357,12652.83898865999,-7130.5626596559,-4641.3291586141,15351.08936119,2402.93102720998,14486.24587913001,-2963.19643519998,-16189.60156480001,-12098.29562189002,5065.01167492001,5231.08996957,-1602.36455265,-21431.44620130999,10799.77677251098,-4366.27008521101,-10502.17379960999,-8417.17957511998,17606.64061152282,13157.87047185999,-2147.51059484998,10234.03563295,2.1.2.3 سندات الدين,,3.2.1.2 Debt securities ,57922.75175997998,14415.11158235439,12800.63266728104,16038.07182486496,-15873.8720631232,-25461.21117943003,-5283.47096274997,2592.34658706001,,2.1.2.3 سندات الدين,,,,,,,,,,,,,,,,,,,,,
3.2.2 Net incurrence of liabilities,,,,8313.82676411483,-19.59999999999991,5635,-2339,3409,6681.2,759.3800000000001,-1305,63142.31375,81525.09779,62010.106261,178672.3165259375,111981.536,60464.16424200001,46418.26153,96119.28374999997,165713.23689551567,285299.17897725804,,2.2.3 صافي تحمل الخصوم,,3.2.2 Net incurrence of liabilities,,,,,,,,,3328.05654425,3393.3277375,1446.45409256483,145.9883898,-238.3,1230.7,-448,-564,1150,1938,992,1555,-1645,772,-1273,-193,1415,-1779,3791,-18,2582.9,1712.9,1650.2,735.2,1154,-2144,3882,-2132.62,-914,2347,-583,-2155,-1291.84,1581.94,1275,61577.21375,1787.49,40754.76,-4258.4,43241.24779,9848.435,45299.675,15421.846261,-8559.85,31069.1875,88514.54999999999,35102.9477759375,23985.63125,23190.805,36052.355,11738.605,40999.771,29133.126375,30731.921867,7587.305,-6988.189,27338.08,-13774.01600000001,-1265.04831249999,34119.2458425,48027.01399999999,28991.77175,6365.04800000001,12735.44999999999,2.2.3 صافي تحمل الخصوم,,3.2.2 Net incurrence of liabilities,89514.526808,20570.75865962501,33857.55109999999,21770.40032789067,126080.4438256923,28652.68508573093,100608.3142458348,29957.73582,,2.2.3 صافي تحمل الخصوم,,,,,,,,,,,,,,,,,,,,,
3.2.2.1 Equity and investment fund shares ,,,,,,,,,,,,,,7447.656260999998,84267.76999999999,21464.699999999997,17884.484867000003,40500.560000000005,15837.8,23355.28380799999,24278.938034,,1.2.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,3.2.2.1 Equity and investment fund shares ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7992.86,9337.3,-816.403739,-9066.1,13224.4,37168.7,24096.49,9778.18,741.9,10626.23,5336.38,4760.19,6950.1,3357.484867,4547,3029.9,26368.06,4756.6,-1428.7,10804.6,3302.9,6005.19,4027.66,2502.05,1.2.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,3.2.2.1 Equity and investment fund shares ,2396.363808,12214.76,4898.37999999999,3845.78,1966.548518,4037.180485,10867.424775,7407.784256,,1.2.2.3 حقوق الملكية وأسهم صناديق الاستثمار,,,,,,,,,,,,,,,,,,,,,
3.2.2.2 Debt securities ,,,,,,,,,,,,,,54562.45,94404.54652593749,90516.836,42579.67937500001,5917.7015299999985,80281.48374999998,142357.9530875157,261020.24094325802,,2.2.2.3 سندات الدين,,3.2.2.2 Debt securities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.575,35962.375,16238.25,506.25,17844.7875,51345.85,11006.4577759375,14207.45125,22448.905,25426.125,6402.225,36239.581,22183.026375,27374.437,3040.305,-10018.089,970.02,-18530.61600000001,163.65168750001,23314.6458425,44724.11399999999,22986.58175,2337.38800000001,10233.39999999999,2.2.2.3 سندات الدين,,3.2.2.2 Debt securities ,87118.163,8355.99865962501,28959.1711,17924.62032789067,124113.8953076923,24615.50460073092,89740.88947083481,22549.951564,,2.2.2.3 سندات الدين,,,,,,,,,,,,,,,,,,,,,
3.3 Other investment,16659,52073,63230,-1502.6630000000005,25867.124999999985,28131.441500000015,42162.64,41121.612499999996,205115.44999999998,124474.094,131675.33642900994,108559.3852697053,147908.21777748782,155977.22890632908,141440.88831035703,-21735.248477004774,-16633.513725297747,331688.2948351422,-17394.47225938092,-159107.009783116,-48636.87611372431,,3.3 استثمارات أخرى,,3.3 Other investment,14548,28604,11465,-2544,11438,23709,16872,11211,-28622,43958.562,-39019.225,22180,31623.65800000001,20144.47499999999,-27134.307999999997,1233.29999999998,-1794.20999999999,31990.02300000001,5856.881,-7921.2525000000005,15878.28,4325.8,25281.465,-3322.904999999999,25520.125,35140.9125,2292.075,-21831.5,60416.875,27136.45,67947.725,49614.4,49374.38204528,36753.000468150014,28693.690486569998,9653.020999999988,38234.19342029,50686.03241065999,28099.349855479973,14655.760742579989,36788.39043074006,-11997.945945040032,17473.70597547949,66295.23480852577,69550.41495742372,23084.76937286277,33488.136039192796,21784.89740800856,27859.28445719069,48179.45749110284,45468.03874189749,34470.448216138066,-15547.295577354142,70584.50337467244,65697.42137588296,20706.25913715579,49895.73223573281,-12105.774638005008,-527.1895278599986,-58998.016546872575,-42902.9322779024,45100.383746257445,-30485.941489867422,11654.97629621463,158291.72046926347,2830.8887210215325,141705.58017039316,28860.10547446403,35410.5646861966,165.54867135720997,1624.0193720306816,-54594.60498896542,3.3 استثمارات أخرى,,3.3 Other investment,-1549.64157145033,-82700.55129264019,-63653.72671211097,-11203.09020691452,4914.48723133649,4872.805893048342,-5020.2493478528795,-53403.919890256264,,3.3 استثمارات أخرى,,,,,,,,,,,,,,,,,,,,,
Net acquisition of financial assets,16579,52340,63141,9607.337,35783.82499999999,24461.85750000002,27185.64,38568.612499999996,196262.44999999998,147005.727,145231.79463017997,145190.24030438287,167127.08229125023,199904.2148671291,216266.73102673702,1794.6564588682304,80926.15463949714,293744.65478724975,44139.84156670406,-27272.95445801916,98567.94667421456,,صافي حيازة الأصول المالية,,Net acquisition of financial assets,14523,28604,11440,-2227,11394,23709,16872,11166,3888,42454.462,-29100.125,-7635,5511.85800000001,11217.42499999999,16716.042,2338.49999999999,4398.13000000001,22930.38300000001,739.037,-3605.6925,15880.28,-414.2,28237.465,-16517.905,25596.125,31946.9125,6913.075,-25887.5,62874.875,26343.45,71199.725,35844.4,65724.947,34679.62200000002,22154.214,24446.94399999999,28872.97933251,51723.29371637999,40891.28211466997,23744.23946662001,32613.34164188003,45242.69482433,29800.91388404998,37533.28995412285,68485.59411364843,18613.87177975048,48557.65074747558,31469.96565037576,1562.49621189069,85693.04271955283,43757.02443185751,68891.65150382809,12907.41188451584,82571.51239587244,93377.65326684291,27410.15347950584,49284.9893303828,8611.415609002,-12109.40079224105,-43992.34768827551,-41419.48182372842,60413.09369089542,19143.93878604548,42788.60398628465,116274.40011772346,34567.54125014154,152116.46465098314,-9213.75123159846,-24451.0238208034,37588.61238235347,22905.72871038692,8096.52429476707,صافي حيازة الأصول المالية,,Net acquisition of financial assets,6479.15133047969,-56469.71826535024,-6151.38610107092,28868.99857792231,55488.88194767755,33510.71472159749,-2292.88154606127,11861.23155100078,,صافي حيازة الأصول المالية,,,,,,,,,,,,,,,,,,,,,
3.3.1 Trade Credits,,,,0,0,0,0,0,137903.75,114444,74841,6391.125,9715.125,662.625,-981.75,-5954.25,-3079.5,41513.75,22201.61928348,8565.034670625002,30570.382700243383,,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34622,35101,30018.75,38162,33127,30941,29120,21256,19486,23492,17394,14469,6139.425,-408.975,-4939.4625,5600.1375,8748.375,-3126.75,3180.375,913.125,1413.75,8509.875,2680.5,-11941.5,4146,-3687.75,5755.5,-7195.5,3827.625,-3010.5,-3860.25,-2911.125,-2498.25,4781.625,3345.75,-8708.625,38385.75,8069.25,-10496.25,5555,6170,4404.94060716,10347.03882218,1279.63985414,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,4345.13071652001,-5224.42507393751,-7855.1218889975,17299.45091704,14139.13809634,8486.20684596317,3705.36547694139,4239.67228099882,,1.3.3 الائتمان التجاري,,,,,,,,,,,,,,,,,,,,,
3.3.2 Currency and deposits,,,,-3592.3549999999996,18364.962499999987,4681.957500000017,30910.39,57224.612499999996,56215.200000000004,35450.96800000001,77323.57863017998,135411.97630438287,102012.07329125026,168312.21186712914,186278.52336317702,-16827.41389460976,91951.43910792514,250848.9597983797,68763.67829335976,-39487.31689453256,31577.861854825474,,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,,,,,,,,,-1839,16287.645,-11256,-6785,1056.40000000001,358.16249999999,-1388.9,18339.29999999999,-3147.16999999999,20844.02500000001,341.795,-13356.6925,19688.78,-5967.45,14726.715,2462.345,13811.375,46327.1625,3566.225,-6480.15,14749.125,-1899.575,27757.625,15608.025,25949.46799999999,1397.59600000003,-4706.264,12810.16799999999,9314.89733251001,21873.44471637999,21753.59611466998,24381.64046662,19645.75399790003,40535.1495842,40734.45344741998,34496.61927486286,37564.50011364844,19584.62082415048,21560.32236995558,23302.62998349576,-2300.78078810931,74248.52771955283,38160.61243185752,58203.85250382808,-4056.59798007416,81197.16011723246,75878.71113714292,33259.25008887584,27604.4748373128,-1558.832126856,-7465.89910312106,-35407.1575019455,-26252.84145223342,58014.74047637442,15710.88657432349,44478.65350946065,79662.76585386346,26959.23529452154,158730.70269483383,-14503.74404483915,17019.14276575008,25392.50476187692,11308.46507173429,15043.56569399847,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,-3418.95247629582,-47504.0721087727,-644.05966890345,12079.76735943941,27359.8581271593,22119.17109837433,-1933.78860095171,-15967.37876975644,,2.3.3 العملة والودائع,,,,,,,,,,,,,,,,,,,,,
3.3.3 Loans,,,,4552.1,-149.10000000000002,-3181.8999999999996,-1057,-645.0000000000001,-1980,-1667.809,-688.141,-171.58099999999996,23755.787,31954.178000000007,16530.28899999999,16989.83983768,-16610.11142029001,-3042.35684,-42808.69072595569,-7244.6260012716,14792.56134111569,,3.3.3 القروض,,3.3.3 Loans,,,,,,,,,2258,423,1262.1,609,-310.5,-9.5,711,-540.1,-441.2,-3153.7,-31,444,-421,625,-70,-1191,623,2702,-3568.9,-401.1,909,-840.1,-1382.9,-666,-1144.683,-207.637,-436.29,120.801,33.929,-168.074,-854.596,300.6,362.14194706,-544.17254714,491.61692082,-481.16732074,4402.37,415.9199556,8671.27537752,10266.22166688,2663.808,3239.896,3207.681,22842.79300000001,3722.356,1947.16299999999,6601.756,4259.014,4393.685,13727.081,-548.44799999999,-582.47816232001,-11106.62133556,-2117.986308726,-1759.42932161401,-1626.07445439,-3473.65456348999,855.4685199,240.6216357393,-664.79243214931,-44884.08294715,-120.4629465357,4146.10449925641,-1950.24933152641,3.3.3 القروض,,3.3.3 Loans,175.09839640551,-2123.12100627004,-1314.12599791997,-3982.4773934871,2383.21511315825,1220.36236389001,2575.51575091903,8613.4681131484,,3.3.3 القروض,,,,,,,,,,,,,,,,,,,,,
3.3.4 Other accounts  ,,,,8647.592,17567.962499999998,22961.800000000003,-2667.75,-18011,4123.5,-1221.4319999999989,-6244.643,3558.7200000000003,31644.096999999994,-1024.8,14439.668663559998,7586.480515797998,8664.326951862,4424.3018288700005,-4016.7652841800004,10893.953767160001,21627.14077803001,,4.3.3 حسابات أخرى ,,3.3.4 Other accounts  ,,,,,,,,,3469,25743.817,-19106.225,-1459,4765.958,10868.7625,17393.942,-15460.7,7986.5,5240.058,428.242,9307,-3387.5,4928.25,13580.75,-17789.25,11161.75,-17082.25,6915.75,-19006.25,12594.75,-6017.875,14806.25,-17259.625,7793.162,2548.663,-1823.232,-9740.025,38.153,6525.923,2598.282,-15407.001,6466.02069692,5660.69278727,-6485.69398419,-2082.2995,17770.349,1740.081,15145.678,-3012.011,-214.281,-305.256,-291.769,-213.494,9095.65386459,3114.93927864,5141.6861297,-2912.61060937,13459.20449307,-546.333264142,-234.80368912,-5091.58702401,-1561.769035935,-265.285476753,1846.731533336,8644.649931214,1699.53882735,-1316.41256428,3641.39032041,399.78524539,-2756.08363940348,7911.62995985225,-2895.87968278378,-6276.43192184499,4.3.3 حسابات أخرى ,,3.3.4 Other accounts  ,5377.87469385,-1618.10007637,3661.92145475,3472.25769493,11606.67061102,1684.97441337,-6639.97417296999,14975.46992661,,4.3.3 حسابات أخرى ,,,,,,,,,,,,,,,,,,,,,
Net incurrence of liabilities,-80,267,-89,11110,9916.70000000001,-3669.583999999999,-14977,-2553,-8853,22531.633,13556.45820117002,36630.855034677574,19218.8645137624,43926.98596080004,74825.84271638,23529.90493587301,97559.66836479487,-37943.640047892506,61534.31382608499,131834.05532509682,147204.82278793887,,صافي تحمل الخصوم,,Net incurrence of liabilities,-25,0,-25,317,-44,0,0,-45,32510,-1504.1,9919.1,-29815,-26111.8,-8927.05,43850.35,1105.20000000001,6192.34,-9059.64,-5117.844,4315.56,2,-4740,2956,-13195,76,-3194,4621,-4056,2458,-793,3252,-13770,16350.56495472,-2073.37846815,-6539.47648657,14793.923,-9361.21408778,1037.26130572,12791.93225919,9088.47872404002,-4175.04878886003,57240.64076937003,12327.20790857049,-28761.94485440292,-1064.82084377529,-4470.89759311229,15069.51470828278,9685.0682423672,-26296.7882453,37513.58522844999,-1711.01431003998,34421.20328769003,28454.70746186998,11987.00902120001,27680.23189095995,6703.89434235005,-610.74290535001,20717.19024700701,-11582.21126438105,15005.66885859706,1483.45045417398,15312.70994463797,49629.8802759129,31133.62769007002,-42017.32035154,31736.65252912001,10410.88448058998,-38073.85670606249,-59861.588507,37423.06371099626,21281.70933835624,62691.12928373249,صافي تحمل الخصوم,,Net incurrence of liabilities,8028.79290193002,26230.83302728995,57502.34061104005,40072.08878483683,50574.39471634106,28637.90882854915,2727.36780179161,65265.15144125704,,صافي تحمل الخصوم,,,,,,,,,,,,,,,,,,,,,
3.3.1 Trade Credits,,,,,,,,,,,,,,,,,,,,,,,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,,,,,,,,,,1.3.3 الائتمان التجاري,,,,,,,,,,,,,,,,,,,,,
