,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 2: ميـزان المدفـوعــات,,Contd. 4 Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,Contd.4 Table 2: Balance of Payments,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,
(Million US$),,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,(مليون US$),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-01-01T00:00:00,2025-01-01T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,
Credit,744,1554.2720000000002,2250.5916666666667,3948.266666666667,2999.0666666666666,1009.8266666666666,1105.8666666666666,1521.1333333333334,837.2666666666667,623.4,810.6193600000001,2523.7670977232,2257.3183068673284,3799.5997333333335,6194.333416386401,5552.963820334932,4392.454487008,3632.943861159734,7236.853353128431,9475.311206686652,8319.168069679376,,دائــن,,Credit,304.22,396.065,471.031,382.956,450.6666666666667,608.115,657.7099999999999,534.1,853.0666666666667,1014.1333333333333,916.5333333333333,1164.5333333333333,975.76,824.5333333333333,667.2,531.5733333333334,173.73333333333332,181.96,294.1333333333333,360,298.8,207.33333333333334,284.93333333333334,314.8,292.8666666666667,480.6666666666667,374.3333333333333,373.26666666666665,185.33333333333334,176.06666666666666,220.06666666666666,255.8,110,153.6,173.06666666666666,186.73333333333332,123.69013333333334,139.84922666666668,204.89573333333334,342.1842666666667,235.37973333333332,331.0944,1426.4980310565334,530.7949333333333,338.24177353399466,505.1848,624.436,789.4557333333333,648.7952,841.384,1036.2434666666666,1273.1770666666666,1104.4696840306667,1039.3745507333333,1833.4130921600001,2217.0760894624004,1180.5139227104214,1449.1569941671785,1582.8198433336,1340.4730601237331,672.3817106848,900.357379488,1237.2451727525333,1582.4702240826666,343.42398102106665,824.698534176,1366.58481073,1098.2365352326667,1218.753796059536,1886.5628377508826,1738.1468256705334,2393.3898936474798,دائــن,,Credit,1898.1858843491093,2107.556618285024,2849.868362104112,2619.700341948408,1949.8095674724186,2152.4637911315785,2165.244620133227,2051.650090942152,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,,,,1967.7333333333333,595.0933333333334,234.96,238.66666666666666,236.8,256.8,265.3333333333333,277.17173333333335,1284.1345042983999,599.2449241013333,864.6218666666666,1614.995628932,1201.4221962706665,939.0191225814693,2519.8464064906666,7770.070081822809,9094.121684093614,6360.156578812488,,مديـن,,Debit,,,,,,,,,210,385.73333333333335,594.6666666666666,777.3333333333334,89.22666666666667,140.26666666666668,170.4,195.2,21.89333333333333,64,54.666666666666664,94.4,25.866666666666667,48.266666666666666,71.2,93.33333333333333,16,49.86666666666667,76,94.93333333333334,24.533333333333335,51.46666666666667,75.2,105.6,24,55.733333333333334,81.06666666666666,104.53333333333333,27.7184,54.169333333333334,82.96239999999999,112.3216,49.58213333333333,98.2648,794.1574376317333,342.13013333333333,73.50785743466666,120.72826666666667,176.18400000000003,228.82479999999998,86.93866666666666,151.32879999999997,281.8045333333333,344.5498666666666,178.709416672,317.08518403733336,471.424497936,647.7765302866667,222.73647482853332,242.7229364370667,324.2700644474667,411.6927205576,111.81383090746934,180.17387351466667,266.83637582333336,380.19504233600003,207.897418402,350.2707551346667,689.347986794,1272.33024616,1029.9248036090214,1747.814274697248,1818.3054812713733,3174.0255222451656,مديـن,,Debit,933.5622617504773,2529.2136452413997,2134.316974964232,3497.028802137507,1043.8364570012934,2153.4047347075093,1361.4369431561015,1801.478443947584,,مديـن,,,,,,,,,,,,,,,,,,,,
1.C Secondary income,-14766.4,-16758.273299999997,-17031.789466666665,-23011.7192,-27672.577333333335,-27920.885333333335,-29385.79533333333,-30438.266666666666,-35869.346666666665,-38733.99,-44706.948,-42319.5608,-38251.243786666666,-41066.23046214666,-36588.6712,-37426.86746135146,-44163.324040734136,-45758.26213706353,-51398.47532072151,-54700.56542151294,-65563.01165480254,,1.ج الدخل الثانوي,,1.C Secondary income,-3833.4963999999995,-4332.5341,-4255.743666666666,-4336.499133333334,-3544.5333333333333,-4619.9057999999995,-4880.526,-3986.824333333333,-5303.009333333333,-5703.827200000001,-6336.441333333333,-5668.441333333333,-6756.858666666667,-7046.761333333333,-6672.830666666666,-7196.126666666666,-6791.037333333333,-6806.933333333333,-6496.882666666667,-7826.032000000001,-6825.017333333334,-7652.516666666666,-7338.732,-7569.529333333334,-7507.2,-8237.606666666667,-7121.593333333334,-7571.866666666667,-8005.820000000001,-9459.380000000001,-9520.493333333336,-8883.653333333332,-9886.026666666667,-9405.776666666667,-9774.813333333334,-9667.373333333333,-12557.96666666667,-10624.698666666667,-9498.235999999997,-12026.046666666667,-11287.097333333333,-10909.068800000001,-8803.212,-11320.182666666668,-9703.341333333337,-9848.118666666667,-8939.560800000001,-9760.222986666668,-10514.652164457068,-10428.207977689599,-9876.518586666667,-10246.851733333333,-9343.573333333332,-9240.94,-9067.3688,-8936.789066666668,-8603.634666666667,-8638.2264,-9964.425333333334,-10220.581061351466,-10317.210475137868,-11109.999568796267,-11261.1627968,-11474.951200000001,-11160.344327012535,-11484.666374214301,-11526.704229649775,-11586.547206186919,-11778.564141740959,-14538.273119499161,-11737.556101772523,-13344.081957708864,1.ج الدخل الثانوي,,1.C Secondary income,-12550.262774248016,-14087.418379622379,-13469.802721509632,-14593.081546132913,-15517.484500133314,-15486.86507650966,-17057.45253842992,-17501.209539729643,,1.ج الدخل الثانوي,,,,,,,,,,,,,,,,,,,,
1.C.1 General government,-781.3333333333334,-1167.8733,-974.9894666666665,-1819.8253333333332,-1918.7373333333335,-1656.4133333333332,-1628.7033333333334,-1769.5600000000002,-1863.3600000000001,-2702.45,-6534.96,-4866.320000000001,-2569.5088,-7830.832,-6021.042666666666,-2719.733333333333,-4297.333333333333,-2532.0842666666663,-9726.971441999998,-3985.4224267638665,-3993.951925603859,,1.ج.1 الحكومة العامة,,1.C.1 General government,-164.69639999999998,-210.13410000000002,-385.077,-407.9658,-148.8,-248.17246666666668,-261.0593333333333,-316.9576666666666,-591.4626666666667,-462.44,-451.16133333333335,-314.7613333333333,-414.53866666666664,-596.3613333333334,-521.7373333333334,-386.1,-326.25333333333333,-488.4,-396.05333333333334,-445.7066666666667,-252.10666666666665,-381.19666666666666,-560.8533333333332,-434.5466666666667,-429.14666666666665,-507,-449.3066666666667,-384.1066666666667,-398.6,-460.9066666666667,-467.5466666666667,-536.3066666666667,-852.3,-393.25,-705,-751.9,-2661.5466666666666,-913.84,-351.7066666666667,-2607.866666666667,-2093.8133333333335,-646.64,-349.3066666666667,-1776.5600000000002,-558.24,-849.8666666666667,-574.1754666666667,-587.2266666666667,-1854.9333333333334,-1809.816,-1841.6,-2324.4826666666663,-1691.3333333333333,-1950.7226666666668,-1281.6,-1097.3866666666665,-517.3333333333334,-572,-787.7333333333333,-842.6666666666666,-1028.5333333333333,-1068.5333333333333,-1088.5333333333333,-1111.7333333333333,-509.11426666666665,-638.0441333333333,-586.9125333333334,-798.0133333333334,-1303.4703488187092,-3808.6186058034664,-1795.0871571615414,-2819.79533021628,1.ج.1 الحكومة العامة,,1.C.1 General government,-1129.2803124338293,-968.175987724872,-948.1539932059094,-939.812133399256,-1126.4109722441947,-841.689416590392,-967.4349645653386,-1058.4165722039334,,1.ج.1 الحكومة العامة,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,781.3333333333334,1167.8733,974.9894666666665,1819.8253333333332,1918.7373333333335,1656.4133333333332,1628.7033333333334,1769.5600000000002,1863.3600000000001,2702.45,6534.96,4866.320000000001,2569.5088,7830.832,6021.042666666666,2719.733333333333,4297.333333333333,2532.0842666666663,9726.971441999998,3985.4224267638665,3993.951925603859,,مديـن,,Debit,164.69639999999998,210.13410000000002,385.077,407.9658,148.8,248.17246666666668,261.0593333333333,316.9576666666666,591.4626666666667,462.44,451.16133333333335,314.7613333333333,414.53866666666664,596.3613333333334,521.7373333333334,386.1,326.25333333333333,488.4,396.05333333333334,445.7066666666667,252.10666666666665,381.19666666666666,560.8533333333332,434.5466666666667,429.14666666666665,507,449.3066666666667,384.1066666666667,398.6,460.9066666666667,467.5466666666667,536.3066666666667,852.3,393.25,705,751.9,2661.5466666666666,913.84,351.7066666666667,2607.866666666667,2093.8133333333335,646.64,349.3066666666667,1776.5600000000002,558.24,849.8666666666667,574.1754666666667,587.2266666666667,1854.9333333333334,1809.816,1841.6,2324.4826666666663,1691.3333333333333,1950.7226666666668,1281.6,1097.3866666666665,517.3333333333334,572,787.7333333333333,842.6666666666666,1028.5333333333333,1068.5333333333333,1088.5333333333333,1111.7333333333333,509.11426666666665,638.0441333333333,586.9125333333334,798.0133333333334,1303.4703488187092,3808.6186058034664,1795.0871571615414,2819.79533021628,مديـن,,Debit,1129.2803124338293,968.175987724872,948.1539932059094,939.812133399256,1126.4109722441947,841.689416590392,967.4349645653386,1058.4165722039334,,مديـن,,,,,,,,,,,,,,,,,,,,
"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-13985.066666666668,-15590.4,-16056.8,-21191.893866666665,-25753.84,-26264.472,-27757.092,-28668.706666666665,-34005.98666666667,-36031.54,-38171.988000000005,-37453.2408,-35681.73498666668,-33235.398462146666,-30567.628533333333,-34707.13412801813,-39865.99070740081,-43226.17787039687,-41671.50387872151,-50715.142994749076,-61569.059729198685,,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-3668.8,-4122.4,-3870.6666666666665,-3928.5333333333333,-3395.733333333333,-4371.733333333334,-4619.466666666666,-3669.866666666667,-4711.546666666666,-5241.3872,-5885.28,-5353.679999999999,-6342.320000000001,-6450.4,-6151.093333333333,-6810.026666666667,-6464.784,-6318.533333333334,-6100.829333333333,-7380.325333333333,-6572.910666666667,-7271.320000000001,-6777.8786666666665,-7134.982666666667,-7078.053333333333,-7730.6066666666675,-6672.286666666667,-7187.759999999999,-7607.22,-8998.473333333333,-9052.946666666667,-8347.346666666666,-9033.726666666666,-9012.526666666667,-9069.813333333334,-8915.473333333333,-9896.420000000004,-9710.858666666667,-9146.52933333333,-9418.18,-9193.283999999998,-10262.4288,-8453.905333333334,-9543.622666666668,-9145.101333333336,-8998.252,-8365.385333333334,-9172.996320000002,-8659.718831123733,-8618.3919776896,-8034.918586666667,-7922.369066666666,-7652.24,-7290.217333333333,-7785.768800000001,-7839.402400000001,-8086.301333333334,-8066.2264,-9176.692000000001,-9377.9143946848,-9288.677141804535,-10041.466235462933,-10172.629463466666,-10363.217866666668,-10651.230060345868,-10846.622240880966,-10939.791696316443,-10788.533872853584,-10475.09379292225,-10729.654513695694,-9942.46894461098,-10524.286627492584,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,"1.C.2 Financial corporations, nonfinancial corporations, households, and NPISHs",-11420.982461814187,-13119.242391897507,-12521.648728303724,-13653.269412733656,-14391.073527889119,-14645.17565991927,-16090.017573864581,-16442.79296752571,,1.ج.2 الشركات المالية والشركات غير المالية والأسر المعيشية والمؤسسات الغير هادفة للربح,,,,,,,,,,,,,,,,,,,,
1.C.2.1 Personal transfers ,-13705.333333333334,-15278.592,-15735.578666666668,-20945.493333333336,-25687.6,-26179.405333333336,-27595.992000000002,-28622.706666666665,-34071.38666666667,-35998.64,-37809.23466666667,-36998.84746666667,-35338.161653333336,-32969.765128813335,-30286.141866666665,-34338.24746135147,-39813.2907074008,-38816.78972505606,-38056.088687621275,-45682.455795971044,-57976.24041734911,,1.ج.1.2 التحويلات الشخصية,,1.C.2.1 Personal transfers ,-3595.424,-4039.9519999999998,-3793.2533333333336,-3849.962666666667,-3327.733333333333,-4284.298666666667,-4527.077333333334,-3596.4693333333335,-4688.88,-5138.72,-5815.1466666666665,-5302.746666666667,-6339.013333333333,-6424.266666666666,-6137.759999999999,-6786.5599999999995,-6437.050666666666,-6313.733333333334,-6066.162666666667,-7362.458666666667,-6503.210666666667,-7154.320000000001,-6812.578666666666,-7125.882666666667,-7146.053333333333,-7683.906666666667,-6661.786666666667,-7130.96,-7699.12,-8979.573333333334,-9047.946666666667,-8344.746666666666,-9029.626666666667,-8992.426666666666,-9063.413333333334,-8913.173333333334,-9822.360000000004,-9661.658666666666,-9101.535999999996,-9223.68,-9134.390666666666,-10160.342133333334,-8335.525333333333,-9368.589333333335,-9104.97466666667,-8867.152,-8300.805333333334,-9065.229653333336,-8568.118831123733,-8567.3919776896,-7965.985253333333,-7868.269066666666,-7584.36,-7228.517333333333,-7695.235466666667,-7778.029066666667,-8025.2880000000005,-7976.593066666666,-9073.818666666666,-9262.547728018133,-9280.377141804534,-10019.766235462934,-10146.229463466667,-10366.917866666667,-10353.947851740533,-10207.209163961501,-9178.634481167108,-9076.998228186918,-9094.771003785756,-9670.889311347566,-9349.30182732679,-9941.126545161162,1.ج.1.2 التحويلات الشخصية,,1.C.2.1 Personal transfers ,-9567.308848466231,-11580.26534784082,-11630.476086243587,-12904.405513420406,-13515.51099832747,-13859.042628961528,-15124.975784712238,-15476.711005347865,,1.ج.1.2 التحويلات الشخصية,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,13705.333333333334,15278.592,15735.578666666668,20945.493333333336,25687.6,26179.405333333336,27595.992000000002,28622.706666666665,34071.38666666667,35998.64,37809.23466666667,36998.84746666667,35338.161653333336,32969.765128813335,30286.141866666665,34338.24746135147,39813.2907074008,38816.78972505606,38056.088687621275,45682.455795971044,57976.24041734911,,مديـن,,Debit,3595.424,4039.9519999999998,3793.2533333333336,3849.962666666667,3327.733333333333,4284.298666666667,4527.077333333334,3596.4693333333335,4688.88,5138.72,5815.1466666666665,5302.746666666667,6339.013333333333,6424.266666666666,6137.759999999999,6786.5599999999995,6437.050666666666,6313.733333333334,6066.162666666667,7362.458666666667,6503.210666666667,7154.320000000001,6812.578666666666,7125.882666666667,7146.053333333333,7683.906666666667,6661.786666666667,7130.96,7699.12,8979.573333333334,9047.946666666667,8344.746666666666,9029.626666666667,8992.426666666666,9063.413333333334,8913.173333333334,9822.360000000004,9661.658666666666,9101.535999999996,9223.68,9134.390666666666,10160.342133333334,8335.525333333333,9368.589333333335,9104.97466666667,8867.152,8300.805333333334,9065.229653333336,8568.118831123733,8567.3919776896,7965.985253333333,7868.269066666666,7584.36,7228.517333333333,7695.235466666667,7778.029066666667,8025.2880000000005,7976.593066666666,9073.818666666666,9262.547728018133,9280.377141804534,10019.766235462934,10146.229463466667,10366.917866666667,10353.947851740533,10207.209163961501,9178.634481167108,9076.998228186918,9094.771003785756,9670.889311347566,9349.30182732679,9941.126545161162,مديـن,,Debit,9567.308848466231,11580.26534784082,11630.476086243587,12904.405513420406,13515.51099832747,13859.042628961528,15124.975784712238,15476.711005347865,,مديـن,,,,,,,,,,,,,,,,,,,,
Of which: 1.C.2.1.1 Workers’ remittances,13705.333333333334,15278.592,15735.578666666668,20945.493333333336,25687.6,26179.405333333336,27595.992000000002,28622.706666666665,34071.38666666667,35998.64,37809.23466666667,36998.84746666667,35338.161653333336,32969.765128813335,30286.141866666665,34338.24746135147,39813.2907074008,38816.78972505606,38056.088687621275,45682.455795971044,57976.24041734911,,ومنها 1.ج.1.1.2 تحويلات العاملين,,Of which: 1.C.2.1.1 Workers’ remittances,3595.424,4039.9519999999998,3793.2533333333336,3849.962666666667,3327.733333333333,4284.298666666667,4527.077333333334,3596.4693333333335,4688.88,5138.72,5815.1466666666665,5302.746666666667,6339.013333333333,6424.266666666666,6137.759999999999,6786.5599999999995,6437.050666666666,6313.733333333334,6066.162666666667,7362.458666666667,6503.210666666667,7154.320000000001,6812.578666666666,7125.882666666667,7146.053333333333,7683.906666666667,6661.786666666667,7130.96,7699.12,8979.573333333334,9047.946666666667,8344.746666666666,9029.626666666667,8992.426666666666,9063.413333333334,8913.173333333334,9822.360000000004,9661.658666666666,9101.535999999996,9223.68,9134.390666666666,10160.342133333334,8335.525333333333,9368.589333333335,9104.97466666667,8867.152,8300.805333333334,9065.229653333336,8568.118831123733,8567.3919776896,7965.985253333333,7868.269066666666,7584.36,7228.517333333333,7695.235466666667,7778.029066666667,8025.2880000000005,7976.593066666666,9073.818666666666,9262.547728018133,9280.377141804534,10019.766235462934,10146.229463466667,10366.917866666667,10353.947851740533,10207.209163961501,9178.634481167108,9076.998228186918,9094.771003785756,9670.889311347566,9349.30182732679,9941.126545161162,ومنها 1.ج.1.1.2 تحويلات العاملين,,of which: 1.C.2.1.1 Workers’ remittances,9567.308848466231,11580.26534784082,11630.476086243587,12904.405513420406,13515.51099832747,13859.042628961528,15124.975784712238,15476.711005347865,,ومنها 1.ج.1.1.2 تحويلات العاملين,,,,,,,,,,,,,,,,,,,,
1.C.2.2 Other current transfers,-279.73333333333335,-311.80800000000005,-321.2213333333333,-246.40053333333333,-66.24,-85.06666666666666,-161.1,-46,65.4,-32.9,-362.75333333333333,-454.3933333333333,-343.5733333333334,-265.6333333333333,-281.4866666666667,-368.8866666666666,-52.7,-4409.388145340797,-3615.415191100234,-5032.68719877803,-3592.819311849582,,1.ج.2.2 التحويلات الجارية الأخرى ,,1.C.2.2 Other current transfers,-73.376,-82.44800000000001,-77.41333333333334,-78.57066666666667,-68,-87.43466666666667,-92.38933333333333,-73.39733333333334,-22.666666666666668,-102.66720000000001,-70.13333333333334,-50.93333333333333,-3.3066666666666666,-26.133333333333333,-13.333333333333334,-23.466666666666665,-27.733333333333334,-4.8,-34.666666666666664,-17.866666666666667,-69.7,-117,34.7,-9.1,68,-46.7,-10.5,-56.8,91.9,-18.9,-5,-2.6,-4.1,-20.1,-6.4,-2.3,-74.06,-49.2,-44.99333333333333,-194.5,-58.89333333333333,-102.08666666666666,-118.38000000000001,-175.03333333333333,-40.126666666666665,-131.1,-64.58,-107.76666666666667,-91.6,-51,-68.93333333333334,-54.1,-67.88000000000001,-61.7,-90.53333333333333,-61.373333333333335,-61.013333333333335,-89.63333333333334,-102.87333333333332,-115.36666666666666,-8.3,-21.7,-26.4,3.7,-297.2822086053333,-639.413076919464,-1761.1572151493335,-1711.5356446666667,-1380.3227891364934,-1058.765202348128,-593.167117284192,-583.1600823314213,1.ج.2.2 التحويلات الجارية الأخرى ,,1.C.2.2 Other current transfers,-1853.6736133479546,-1538.9770440566879,-891.172642060136,-748.8638993132506,-875.562529561648,-786.1330309577413,-965.041789152344,-966.081962177848,,1.ج.2.2 التحويلات الجارية الأخرى ,,,,,,,,,,,,,,,,,,,,
Credit,,,,,,,34.7,70.8,93.3,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,,,,,,,,,0,0,0,0,0,34.7,0,70.8,0,0,0,93.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دائــن,,Credit,,,,,,,,,,دائــن,,,,,,,,,,,,,,,,,,,,
Debit,279.73333333333335,311.80800000000005,321.2213333333333,246.40053333333333,66.24,85.06666666666666,195.8,116.8,27.9,32.9,362.75333333333333,454.3933333333333,343.5733333333334,265.6333333333333,281.4866666666667,368.8866666666666,52.7,4409.388145340797,3615.415191100234,5032.68719877803,3592.819311849582,,مديـن,,Debit,73.376,82.44800000000001,77.41333333333334,78.57066666666667,68,87.43466666666667,92.38933333333333,73.39733333333334,22.666666666666668,102.66720000000001,70.13333333333334,50.93333333333333,3.3066666666666666,26.133333333333333,13.333333333333334,23.466666666666665,27.733333333333334,4.8,34.666666666666664,17.866666666666667,69.7,117,0,9.1,2.8,46.7,10.5,56.8,1.4,18.9,5,2.6,4.1,20.1,6.4,2.3,74.06,49.2,44.99333333333333,194.5,58.89333333333333,102.08666666666666,118.38000000000001,175.03333333333333,40.126666666666665,131.1,64.58,107.76666666666667,91.6,51,68.93333333333334,54.1,67.88000000000001,61.7,90.53333333333333,61.373333333333335,61.013333333333335,89.63333333333334,102.87333333333332,115.36666666666666,8.3,21.7,26.4,-3.7,297.2822086053333,639.413076919464,1761.1572151493335,1711.5356446666667,1380.3227891364934,1058.765202348128,593.167117284192,583.1600823314213,مديـن,,Debit,1853.6736133479546,1538.9770440566879,891.172642060136,748.8638993132506,875.562529561648,786.1330309577413,965.041789152344,966.081962177848,,مديـن,,,,,,,,,,,,,,,,,,,,
